胡豆	蚕豆
这件事真难处理	这件事真难处理
这部小说很难读懂	这部小说很难读懂
汤姆比玛丽大三岁	汤姆比玛丽大三岁
汤姆阻止我进银行	汤姆阻止我进银行
等到灯变为绿色	等到灯变为绿色
我们要读很多书	我们要读很多书
你今天几点起的床	你今天几点起的床
你几点会到车站	你几点会到车站
你想吃啥子作晚餐	你想吃什么作晚餐
你从哪里照的相	你从哪里照的相
请你让门开着好吗	请你让门开着好吗
你无权进入那里	你无权进入那里
你不需要考试	你不需要考试
一知半解很危险	一知半解很危险
八点半开始上课	八点半开始上课
请你分开包装好吗	请你分开包装好吗
别忘老带上急救箱	别忘了带上急救箱
明天肯定会下雨	明天肯定会下雨
得寸进尺	得寸进尺
他再也忍不住气老	他再也忍不住气了
他和他的员工相处	他和他的员工相处
他的意见不值得听	他的意见不值得听
今晚看电影啷个样	今晚看电影怎么样
我不想听汤姆唱歌	我不想听汤姆唱歌
我觉得这没啥子好	我觉得这没什么好
我不想再惹事老	我不想再惹事了
我不想谈论天气	我不想谈论天气
我有些钱	我有些钱
目前我问题很多	目前我问题很多
我认为我能做好	我认为我能做好
我乘电梯上三楼	我乘电梯上三楼
我通常在晚上洗澡	我通常在晚上洗澡
那我明天会问他的	那我明天会问他的
我希望汤姆能同意	我希望汤姆能同意
我想再要一杯咖啡	我想再要一杯咖啡
我想明天下午见他	我想明天下午见他
我要摆脱这一切	我要摆脱这一切
我不习惯早起	我不习惯早起
我现在不特别渴	我现在不特别渴
再不走就迟到老	再不走就迟到了
你还能告诉我甚么	你还能告诉我甚么
你很幸运找到老它	你很幸运找到了它
嫉妒是谋杀的动机	嫉妒是谋杀的动机
玛丽切环游世界老	玛丽去环游世界了
我爸快四十老	我爸快四十了
我妈妈早上早起	我妈妈早上早起
洋葱比马铃薯快熟	洋葱比马铃薯快熟
一些人用手吃寿司	一些人用手吃寿司
讲外语是不容易的	讲外语是不容易的
突然就下起老大雨	突然就下起了大雨
谢谢你答应来见我	谢谢你答应来见我
事故发生在转角	事故发生在转角
白天变得越来越长	白天变得越来越长
这幅画远看更好	这幅画远看更好
警方正在调查	警方正在调查
总统很难接近	总统很难接近
记者批评老政治家	记者批评了政治家
售价用红墨水写	售价用红墨水写
列车在晚上很挤	列车在晚上很挤
哄堂大笑	哄堂大笑
医生甚么也做不老	医生甚么也做不了
这些产品质量同等	这些产品质量同等
这房间有两个衣橱	这房间有两个衣橱
这个东西很有价值	这个东西很有价值
汤姆说法语不太好	汤姆说法语不太好
你能再给我点茶吗	你能再给我点茶吗
你不必带你的伞	你不必带你的伞
你不必要呆在医院	你不必要呆在医院
你最好随身带把伞	你最好随身带把伞
你不应该待在这里	你不应该待在这里
你的手表比我的贵	你的手表比我的贵
你有朋友是医生吗	你有朋友是医生吗
不要笑他犯老错误	不要笑他犯了错误
每年滨松有风筝节	每年滨松有风筝节
英语已经普及全国	英语已经普及全国
父亲将会接受手术	父亲将会接受手术
万幸没乘客受伤	万幸没乘客受伤
他对她一见锺情	他对她一见锺情
他有强烈的责任感	他有强烈的责任感
他莫得他弟弟聪明	他没有他弟弟聪明
他认为这像个鸟笼	他认为这像个鸟笼
他是聪明能干的人	他是聪明能干的人
他完全沉浸在书里	他完全沉浸在书里
他跟我想的不一样	他跟我想的不一样
日本有多少个县	日本有多少个县
您想要多少工资	您想要多少工资
我预料会有麻烦	我预料会有麻烦
我差点被卡车撞上	我差点被卡车撞上
我今天不想吃东西	我今天不想吃东西
我为老师擦黑板	我为老师擦黑板
我看老他一段时间	我看了他一段时间
我更喜欢用手写信	我更喜欢用手写信
我打心底里感激你	我打心底里感激你
我想买几副墨镜	我想买几副墨镜
我期待再见到你	我期待再见到你
我刚从邮局回来	我刚从邮局回来
有甚么事要做吗	有甚么事要做吗
你必须马上行动	你必须马上行动
您必须马上行动	您必须马上行动
他的理论很难懂	他的理论很难懂
远离电器设备	远离电器设备
闭嘴看着	闭嘴看着
玛丽帮她母亲做饭	玛丽帮她母亲做饭
不只是钱关系重大	不只是钱关系重大
我对日文不大老解	我对日文不大了解
我们学校在市中心	我们学校在市中心
恐怖片会吓到小孩	恐怖片会吓到小孩
她很尊重她的导师	她很尊重她的导师
她很善于砍价	她很善于砍价
短裙已经过时老	短裙已经过时了
短裙已经不流行老	短裙已经不流行了
那人甚么也不想做	那人甚么也不想做
该建筑高一百公尺	该建筑高一百公尺
货船早到老四小时	货船早到了四小时
教堂位于山脚	教堂位于山脚
客厅紧邻着餐厅	客厅紧邻着餐厅
这句句子意思模糊	这句句子意思模糊
警官逮捕老窃贼	警官逮捕了窃贼
雨点打着窗户	雨点打着窗户
报名时间已经过老	报名时间已经过了
图书馆里有很多书	图书馆里有很多书
日本有很多温泉	日本有很多温泉
地球上有七大洲	地球上有七大洲
测速的方法有很多	测速的方法有很多
车站前有个银行	车站前有个银行
我们有些事要谈	我们有些事要谈
他们住在路对面	他们住在路对面
这药会让你好受点	这药会让你好受点
汤姆想切还欠的钱	汤姆想去还欠的钱
我们国家不缺石油	我们国家不缺石油
夜晚很长不是吗	夜晚很长不是吗
你以后想当啥子呢	你以后想当什么呢
以后打算干啥子	以后打算干什么
你说的莫得意义	你说的没有意义
游客谘询处在哪里	游客谘询处在哪里
请您等几分钟好吗	请您等几分钟好吗
电池要额外付钱	电池要额外付钱
你该戒烟戒酒老	你该戒烟戒酒了
你将无法赶上火车	你将无法赶上火车
你最好立刻剪头发	你最好立刻剪头发
你要南辕北辙老	你要南辕北辙了
您能教我弹钢琴吗	您能教我弹钢琴吗
外交官有多种特权	外交官有多种特权
鱼和红酒不合	鱼和红酒不合
初生之犊不畏虎	初生之犊不畏虎
你信写完老吗	你信写完了吗
他潜心研究音乐	他潜心研究音乐
他莫得任何朋友玩	他没有任何朋友玩
他全神贯注	他全神贯注
你家有几口人	你家有几口人
我和他竞争冠军	我和他竞争冠军
我还没读完这本书	我还没读完这本书
我在大学主修化学	我在大学主修化学
我在大学主修哲学	我在大学主修哲学
我需要跟你说点事	我需要跟你说点事
我觉得你想坐下	我觉得你想坐下
我当时是高中生	我当时是高中生
我在学校前面等你	我在学校前面等你
我肯定这是淡水鱼	我肯定这是淡水鱼
莫得必要回那封信	没有必要回那封信
学习外语是困难的	学习外语是困难的
请尽快回家	请尽快回家
请把披萨分成三份	请把披萨分成三份
她榨老许多柳橙汁	她榨了许多柳橙汁
空调坏老	空调坏了
男孩在玩玩具兵	男孩在玩玩具兵
孩子们早上切学校	孩子们早上去学校
后天是汤姆的生日	后天是汤姆的生日
图书馆位于市中央	图书馆位于市中央
老师说地球是圆的	老师说地球是圆的
这些照片真美	这些照片真美
他们直奔目的地	他们直奔目的地
这药莫得副作用	这药没有副作用
汤姆没时间吃午饭	汤姆没时间吃午饭
汤姆尽全力省钱	汤姆尽全力省钱
水沸腾后变为蒸汽	水沸腾后变为蒸汽
我们期望今年丰收	我们期望今年丰收
你应该帮他工作的	你应该帮他工作的
你得注意他说的话	你得注意他说的话
你进入老危险区	你进入了危险区
前天发生老火灾	前天发生了火灾
农民总是抱怨天气	农民总是抱怨天气
他与他的邻居相处	他与他的邻居相处
他和他的邻居相处	他和他的邻居相处
你会写多少汉字	你会写多少汉字
我感谢你帮助澄清	我感谢你帮助澄清
我需要尽快完成	我需要尽快完成
我全天在家读小说	我全天在家读小说
如果你想说就说	如果你想说就说
夏天我穿短袖衬衫	夏天我穿短袖衬衫
他肯定要切美国	他肯定要去美国
在美国的人说英语	在美国的人说英语
狗在地毯上睡过	狗在地毯上睡过
警方能够找到罪犯	警方能够找到罪犯
河在山丘的另一端	河在山丘的另一端
大雨使河水泛滥	大雨使河水泛滥
富士山顶盖满老雪	富士山顶盖满了雪
列车晚到老十分钟	列车晚到了十分钟
英国的天气经常变	英国的天气经常变
人口稳定地增加	人口稳定地增加
他们忙于社会改革	他们忙于社会改革
哪个都希望世界和平	谁都希望世界和平
我们要做的很简单	我们要做的很简单
你打算切哪儿过夜	你打算去哪儿过夜
你喜不喜欢没关系	你喜不喜欢没关系
你的方向感很好	你的方向感很好
你应该努力切戒烟	你应该努力去戒烟
电流可以产生磁性	电流可以产生磁性
你相信死后永生吗	你相信死后永生吗
他的影响遍及全国	他的影响遍及全国
我建议你转身回家	我建议你转身回家
我等老接近半小时	我等了接近半小时
我下个月将切澳洲	我下个月将去澳洲
日本依赖进口原料	日本依赖进口原料
这钱你和我分老吧	这钱你和我分了吧
在服务台另外预约	在服务台另外预约
许多移民改老名字	许多移民改了名字
过马路时请小心	过马路时请小心
她提出老入学申请	她提出了入学申请
她总和她父母吵架	她总和她父母吵架
她比其他人都漂亮	她比其他人都漂亮
这是条有趣的信息	这是条有趣的信息
山顶被雪复盖老	山顶被雪复盖了
理论得联系实际	理论得联系实际
乡间有很多树	乡间有很多树
没人不渴望和平	没人不渴望和平
装病是没用的	装病是没用的
这家店在卖蔬菜	这家店在卖蔬菜
汤姆刚从邮局回来	汤姆刚从邮局回来
汤姆人在心不在	汤姆人在心不在
我不想参加典礼	我不想参加典礼
我明早八点来接你	我明早八点来接你
下老三小时大雨	下了三小时大雨
日本位于北半球	日本位于北半球
生产日期在盖子上	生产日期在盖子上
美国有50个州	美国有50个州
吃早餐之前先浇花	吃早餐之前先浇花
我们周三下午没课	我们周三下午没课
你一共花老多少钱	你一共花了多少钱
你能用圆珠笔写吗	你能用圆珠笔写吗
你其实没必要带伞	你其实没必要带伞
你的提议值得考虑	你的提议值得考虑
他身肩重任	他身肩重任
你参加社团活动吗	你参加社团活动吗
我等你把作业做完	我等你把作业做完
不要听风就是雨	不要听风就是雨
今天莫得昨天潮溼	今天没有昨天潮溼
今天不比昨天闷热	今天不比昨天闷热
区分善恶不容易	区分善恶不容易
她下午会洗自行车	她下午会洗自行车
拍照片光线不够亮	拍照片光线不够亮
汤姆学老几年法语	汤姆学了几年法语
不幸的是电话坏老	不幸的是电话坏了
到外国一定很贵	到外国一定很贵
我们促膝谈心	我们促膝谈心
请你看看这些文件	请你看看这些文件
你应该光荣地辞职	你应该光荣地辞职
你最好未雨绸缪	你最好未雨绸缪
我不想有任何误会	我不想有任何误会
老人试图游5公里	老人试图游5公里
红旗代表存在危险	红旗代表存在危险
汤姆在会议室等你	汤姆在会议室等你
UK是英国的缩写	UK是英国的缩写
汤姆所言不符时局	汤姆所言不符时局
我真想再见见汤姆	我真想再见见汤姆
